DT,outcome_rv,outcome_rv_log,lag_rv_day,lag_rv_day_2,lag_rv_day_3,lag_rv_day_4,lag_rv_day_5,lag_rv_day_6,lag_rv_day_7,lag_rv_day_8,lag_rv_day_9,lag_rv_day_10,lag_rv_day_11,lag_rv_day_12,lag_rv_day_13,lag_rv_day_14,lag_rv_day_15,lag_rv_day_16,lag_rv_day_17,lag_rv_day_18,lag_rv_day_19,lag_rv_day_20,lag_rv_day_21,lag_rv_day_log,lag_rv_day_log_2,lag_rv_day_log_3,lag_rv_day_log_4,lag_rv_day_log_5,lag_rv_day_log_6,lag_rv_day_log_7,lag_rv_day_log_8,lag_rv_day_log_9,lag_rv_day_log_10,lag_rv_day_log_11,lag_rv_day_log_12,lag_rv_day_log_13,lag_rv_day_log_14,lag_rv_day_log_15,lag_rv_day_log_16,lag_rv_day_log_17,lag_rv_day_log_18,lag_rv_day_log_19,lag_rv_day_log_20,lag_rv_day_log_21,lag_rv_week,lag_rv_week_log,lag_rv_month,lag_rv_month_log,lag_rv_3month,lag_rv_3month_log,vix,return_sign_day,return_sign_week,return_sign_month,liquidity_day,liquidity_week,liquidity_month,liquidity_day_log,liquidity_week_log,liquidity_month_log,vix_log,mktMinusRiskfree,smb,hml,rf
20150601,5.2367212484840875e-5,-9.857229878417344,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,5.417310474387236e-5,7.34835426435344e-5,6.789184653940466e-5,7.560219284672909e-5,1.0208310628907658e-4,1.0783418498262691e-4,2.260177135540399e-4,1.774082883777275e-4,6.094316986878135e-5,8.280451715702521e-5,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,-9.823325995115551,-9.51844908642876,-9.597594611030994,-9.490025269290335,-9.189723308882925,-9.134915834893,-8.394897183205728,-8.637056767772497,-9.705568769534018,-9.399027943024596,7.249894076674956e-5,-9.564236815424326,8.98793879916013e-5,-9.422004597757002,1.0435105492754793e-4,-9.26743613476984,13.97,0,0,1,22891.000000000015,21944.004101210074,23342.203448879303,10.038499099192006,9.996249219511792,10.058018307934628,2.6369121732688705,-0.59,0.17,0.18,0
20150602,5.987117490919051e-5,-9.723315388880325,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,5.417310474387236e-5,7.34835426435344e-5,6.789184653940466e-5,7.560219284672909e-5,1.0208310628907658e-4,1.0783418498262691e-4,2.260177135540399e-4,1.774082883777275e-4,6.094316986878135e-5,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,-9.823325995115551,-9.51844908642876,-9.597594611030994,-9.490025269290335,-9.189723308882925,-9.134915834893,-8.394897183205728,-8.637056767772497,-9.705568769534018,6.415464861015327e-5,-9.681428213564502,8.326351444949904e-5,-9.48243933382158,1.0234770515787899e-4,-9.286524729398813,14.24,1,1,1,20903.999999999996,21276.743166830518,23250.175442020565,9.947695807200448,9.965369885071246,10.05406795688039,2.65605490598383,0.14,-0.06,-0.21,0
20150603,1.0811142528058892e-4,-9.132348147131763,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,5.417310474387236e-5,7.34835426435344e-5,6.789184653940466e-5,7.560219284672909e-5,1.0208310628907658e-4,1.0783418498262691e-4,2.260177135540399e-4,1.774082883777275e-4,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,-9.823325995115551,-9.51844908642876,-9.597594611030994,-9.490025269290335,-9.189723308882925,-9.134915834893,-8.394897183205728,-8.637056767772497,6.505131716217357e-5,-9.665861166414036,8.222108980187019e-5,-9.497179672269567,1.0115568398794007e-4,-9.29923680402258,13.66,1,1,1,26612,21752.014832064073,23273.840810814134,10.189117520861778,9.987461668183354,10.055085296858351,2.614471854142644,0.07,0.3,0.5,0
20150604,1.898678920018516e-4,-8.569182032894005,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,5.417310474387236e-5,7.34835426435344e-5,6.789184653940466e-5,7.560219284672909e-5,1.0208310628907658e-4,1.0783418498262691e-4,2.260177135540399e-4,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,-9.823325995115551,-9.51844908642876,-9.597594611030994,-9.490025269290335,-9.189723308882925,-9.134915834893,-8.394897183205728,7.545384316014881e-5,-9.534651551843378,8.436510141149781e-5,-9.471124189433102,1.0072539837755476e-4,-9.302770705232142,14.71,0,1,1,22590.999999999993,22617.74978523696,22875.084564932873,10.025306875857222,10.02649026573134,10.037803586964555,2.688527534613346,0.36,0.76,-0.34,0
20150605,0.00010494611147243401,-9.16206356362336,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,5.417310474387236e-5,7.34835426435344e-5,6.789184653940466e-5,7.560219284672909e-5,1.0208310628907658e-4,1.0783418498262691e-4,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,-9.823325995115551,-9.51844908642876,-9.597594611030994,-9.490025269290335,-9.189723308882925,-9.134915834893,1.0134988655611446e-4,-9.305542852467678,8.493144703077617e-5,-9.468038974211352,1.0215894733139163e-4,-9.292319416207958,14.21,1,1,1,38218.99999999998,25599.842324521418,22993.96372614453,10.551088053140093,10.150341471250304,10.04298701377676,2.6539459421090092,-0.92,-0.11,-0.16,0
20150608,9.152548484034078e-5,-9.29889310161783,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,5.417310474387236e-5,7.34835426435344e-5,6.789184653940466e-5,7.560219284672909e-5,1.0208310628907658e-4,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,-9.823325995115551,-9.51844908642876,-9.597594611030994,-9.490025269290335,-9.189723308882925,1.0303276322978119e-4,-9.28882780218936,7.942819239070318e-5,-9.502910173321245,1.0158699348525726e-4,-9.296974915431083,15.29,0,1,1,21058.000000000015,25176.05980694308,22808.986769822826,9.955035814416705,10.133648814295245,10.034909893854413,2.727199019940971,0.05,0.8,-0.05,0
20150609,6.882199664558397e-5,-9.583987145438291,9.152548484034086e-5,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,5.417310474387236e-5,7.34835426435344e-5,6.789184653940466e-5,7.560219284672909e-5,-9.29889310161783,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,-9.823325995115551,-9.51844908642876,-9.597594611030994,-9.490025269290335,1.1086441770088118e-4,-9.177160446829456,7.868688783878109e-5,-9.5103636854451,1.0041205642789561e-4,-9.30627344943471,14.47,1,1,1,27280.00000000002,26552.82636013577,22718.711087628864,10.213909111957399,10.186891475246636,10.030944140927838,2.6720775406433925,-0.7,0.11,-0.02,0
20150610,1.0700944702041829e-4,-9.142593437489241,6.882199664558392e-5,9.152548484034086e-5,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,5.417310474387236e-5,7.34835426435344e-5,6.789184653940466e-5,-9.583987145438291,-9.29889310161783,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,-9.823325995115551,-9.51844908642876,-9.597594611030994,1.1265458204815986e-4,-9.14929479814105,7.717501921862233e-5,-9.52828476892489,9.597065793178912e-5,-9.331424881874435,13.22,1,1,1,28833.00000000001,26981.942900044975,22816.075876528914,10.269275843491394,10.202923139772558,10.035220648792684,2.5817308344235403,0.09,-0.33,0.45,0
20150611,7.307798110545987e-5,-9.523983452650793,1.0700944702041833e-4,6.882199664558392e-5,9.152548484034086e-5,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,5.417310474387236e-5,7.34835426435344e-5,-9.142593437489241,-9.583987145438291,-9.29889310161783,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,-9.823325995115551,-9.51844908642876,1.1243418639612575e-4,-9.151343856212545,7.860262168106275e-5,-9.51249241293393,9.618332650995324e-5,-9.329294510042107,12.85,0,1,1,24000.99999999999,27310.647395568496,22922.952139252415,10.085850775128717,10.215031919626858,10.039893964421529,2.553343811341229,1.19,0.14,0.14,0
20150612,9.448851200621987e-5,-9.267032296926079,7.307798110545991e-5,1.0700944702041833e-4,6.882199664558392e-5,9.152548484034086e-5,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,5.417310474387236e-5,-9.523983452650793,-9.142593437489241,-9.583987145438291,-9.29889310161783,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,-9.823325995115551,8.907620421684742e-5,-9.342304140163902,7.88383550704289e-5,-9.509146451189377,9.481344835689324e-5,-9.341494878969849,13.78,1,1,1,24216.99999999999,24928.73262724768,23282.422613799605,10.094810144860501,10.123776337970941,10.055453960597724,2.6232182655855123,0.16,-0.1,-0.27,0
20150615,6.94622814831093e-5,-9.574726665188495,9.448851200621982e-5,7.307798110545991e-5,1.0700944702041833e-4,6.882199664558392e-5,9.152548484034086e-5,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,7.197373406417061e-5,-9.267032296926079,-9.523983452650793,-9.142593437489241,-9.583987145438291,-9.29889310161783,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,-9.539209310169925,8.698468432360457e-5,-9.363297886824446,7.979312640509642e-5,-9.497718415302892,9.388970524106338e-5,-9.34903853998264,15.39,1,1,1,23522.000000000022,25486.583656410003,23598.920596614316,10.065691432410983,10.145907461569797,10.068956252536116,2.733717947850788,-0.64,0.35,0.04,0
20150616,1.287044895313967e-4,-8.95799156027678,6.946228148310926e-5,9.448851200621982e-5,7.307798110545991e-5,1.0700944702041833e-4,6.882199664558392e-5,9.152548484034086e-5,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,5.352758598738587e-5,-9.574726665188495,-9.267032296926079,-9.523983452650793,-9.142593437489241,-9.583987145438291,-9.29889310161783,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,-9.83531341101924,8.257204365215824e-5,-9.418464599538579,8.048808898415264e-5,-9.486418445760751,9.288394310286452e-5,-9.359200855766135,14.81,1,1,1,19715.999999999985,23883.969788585946,23702.620666116858,9.889185767825268,10.080962792743371,10.073340897639481,2.6953026282797072,-0.43,0.12,0.04,0
20150617,1.3505268944694944e-4,-8.909845563470409,1.2870448953139664e-4,6.946228148310926e-5,9.448851200621982e-5,7.307798110545991e-5,1.0700944702041833e-4,6.882199664558392e-5,9.152548484034086e-5,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,6.293972834597608e-5,-8.95799156027678,-9.574726665188495,-9.267032296926079,-9.523983452650793,-9.142593437489241,-9.583987145438291,-9.29889310161783,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,-9.673332982416513,9.454854222932079e-5,-9.293265482506277,8.306675968720837e-5,-9.459999457129246,9.290304114516207e-5,-9.359051737611352,14.5,0,0,1,21998.999999999996,22626.070432835317,23794.287893391996,9.998752276761909,10.026858079397474,10.077200826374554,2.6741486494265287,0.53,0.03,-0.07,0
20150618,7.70188520885412e-5,-9.471460333758415,1.3505268944694933e-4,1.2870448953139664e-4,6.946228148310926e-5,9.448851200621982e-5,7.307798110545991e-5,1.0700944702041833e-4,6.882199664558392e-5,9.152548484034086e-5,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,9.448094401451566e-5,-8.909845563470409,-8.95799156027678,-9.574726665188495,-9.267032296926079,-9.523983452650793,-9.142593437489241,-9.583987145438291,-9.29889310161783,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,-9.267112394438847,1.0015719071462699e-4,-9.24671590770251,8.677244620809761e-5,-9.417932736786117,9.343261873741133e-5,-9.354514015940417,13.19,1,1,1,30720.99999999998,23771.157907224508,24018.43081511605,10.332701738815134,10.076228272134756,10.086576765236712,2.579458966729223,0.17,-0.21,-0.58,0
20150619,3.816576981718497e-5,-10.173571522153873,7.701885208854115e-5,1.3505268944694933e-4,1.2870448953139664e-4,6.946228148310926e-5,9.448851200621982e-5,7.307798110545991e-5,1.0700944702041833e-4,6.882199664558392e-5,9.152548484034086e-5,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,6.26870577478062e-5,-9.471460333758415,-8.909845563470409,-8.95799156027678,-9.574726665188495,-9.267032296926079,-9.523983452650793,-9.142593437489241,-9.583987145438291,-9.29889310161783,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,-9.677355547137495,1.0094536491124323e-4,-9.236211283924035,8.741240637821421e-5,-9.408756707301658,9.357782192827231e-5,-9.352500690086842,13.96,0,0,1,23745.999999999996,23677.96429446057,23756.480019626444,10.075169374225737,10.072300118007803,10.075610615179563,2.6361960973342264,0.93,0.2,-0.55,0
20150622,5.184940538165891e-5,-9.867167091403505,3.816576981718495e-5,7.701885208854115e-5,1.3505268944694933e-4,1.2870448953139664e-4,6.946228148310926e-5,9.448851200621982e-5,7.307798110545991e-5,1.0700944702041833e-4,6.882199664558392e-5,9.152548484034086e-5,1.0494611147243409e-4,1.8986789200185154e-4,1.081114252805889e-4,5.987117490919051e-5,5.236721248484091e-5,9.653172810410042e-5,6.0387675022023266e-5,5.6098795290712745e-5,5.538783214908897e-5,9.408867326782242e-5,4.3084684407717846e-5,-10.173571522153873,-9.471460333758415,-8.909845563470409,-8.95799156027678,-9.574726665188495,-9.267032296926079,-9.523983452650793,-9.142593437489241,-9.583987145438291,-9.29889310161783,-9.16206356362336,-8.569182032894005,-9.132348147131763,-9.723315388880325,-9.857229878417344,-9.245638815014948,-9.714725529772515,-9.788396219985046,-9.801150624632653,-9.271272887716474,-10.052342974175364,8.968081647343627e-5,-9.417519128969595,8.4852625732881e-5,-9.449959394925068,9.185804800692693e-5,-9.373406351714879,12.74,1,0,1,25388.999999999985,24042.44500540736,23935.78715779356,10.142071288338215,10.087576089193249,10.083129988597033,2.5447466501440172,-0.49,0.45,-0.26,0
