DT,outcome_rv,outcome_rv_log,lag_rv_day,lag_rv_day_2,lag_rv_day_3,lag_rv_day_4,lag_rv_day_5,lag_rv_day_6,lag_rv_day_7,lag_rv_day_8,lag_rv_day_9,lag_rv_day_10,lag_rv_day_11,lag_rv_day_12,lag_rv_day_13,lag_rv_day_14,lag_rv_day_15,lag_rv_day_16,lag_rv_day_17,lag_rv_day_18,lag_rv_day_19,lag_rv_day_20,lag_rv_day_21,lag_rv_day_log,lag_rv_day_log_2,lag_rv_day_log_3,lag_rv_day_log_4,lag_rv_day_log_5,lag_rv_day_log_6,lag_rv_day_log_7,lag_rv_day_log_8,lag_rv_day_log_9,lag_rv_day_log_10,lag_rv_day_log_11,lag_rv_day_log_12,lag_rv_day_log_13,lag_rv_day_log_14,lag_rv_day_log_15,lag_rv_day_log_16,lag_rv_day_log_17,lag_rv_day_log_18,lag_rv_day_log_19,lag_rv_day_log_20,lag_rv_day_log_21,lag_rv_week,lag_rv_week_log,lag_rv_month,lag_rv_month_log,lag_rv_3month,lag_rv_3month_log,vix,return_sign_day,return_sign_week,return_sign_month,liquidity_day,liquidity_week,liquidity_month,liquidity_day_log,liquidity_week_log,liquidity_month_log,vix_log,mktMinusRiskfree,smb,hml,rf
20111130,0.0011773195419128803,-6.744514999094177,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,2.660204328900967e-4,4.161093055286967e-4,9.501608055454381e-4,2.8681396661028397e-4,4.1851446415023646e-4,7.259290503852248e-4,4.853229825925321e-4,0.001103232442401326,7.388185155985511e-4,0.0018071887192445163,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,-8.231937436756422,-7.78456257854196,-6.9588793186988696,-8.156676752341244,-7.778799106743733,-7.228058274657162,-7.630695945179005,-6.8095108243746765,-7.210458248233479,-6.315982834947871,8.334417734898105e-4,-7.140249080851444,7.001443766608933e-4,-7.384769737374328,9.226413687559447e-4,-7.160822150371647,27.8,1,0,0,62402.99999999998,44861.22691009657,40084.66863943009,11.041368630124937,10.711329157457147,10.59874921199484,3.3250360206965914,0.28,-0.39,0.26,0
20111201,9.605770188462627e-4,-6.947976392769194,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,2.660204328900967e-4,4.161093055286967e-4,9.501608055454381e-4,2.8681396661028397e-4,4.1851446415023646e-4,7.259290503852248e-4,4.853229825925321e-4,0.001103232442401326,7.388185155985511e-4,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,-8.231937436756422,-7.78456257854196,-6.9588793186988696,-8.156676752341244,-7.778799106743733,-7.228058274657162,-7.630695945179005,-6.8095108243746765,-7.210458248233479,9.721194451110501e-4,-6.962438511955461,7.37506986217623e-4,-7.330319079086322,9.322029342708428e-4,-7.14918718931729,27.41,1,0,0,46360.99999999998,44659.418043103185,40259.8918926899,10.744213867540292,10.706820494478597,10.603111013961412,3.3109079103146946,4.52,0.92,0.65,0
20111202,6.643382005677456e-4,-7.316719199952079,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,2.660204328900967e-4,4.161093055286967e-4,9.501608055454381e-4,2.8681396661028397e-4,4.1851446415023646e-4,7.259290503852248e-4,4.853229825925321e-4,0.001103232442401326,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,-8.231937436756422,-7.78456257854196,-6.9588793186988696,-8.156676752341244,-7.778799106743733,-7.228058274657162,-7.630695945179005,-6.8095108243746765,0.0010463947589799607,-6.864684968414431,6.990246361995206e-4,-7.359046058987291,9.308849105458344e-4,-7.150500690073715,27.52,0,0,0,44908,51845.86397615114,40072.36011954506,10.71237123157867,10.856030441452834,10.598442101809436,3.314913013065143,-0.23,-0.45,-0.56,0
20111205,8.283630564001482e-4,-7.096059025767388,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,2.660204328900967e-4,4.161093055286967e-4,9.501608055454381e-4,2.8681396661028397e-4,4.1851446415023646e-4,7.259290503852248e-4,4.853229825925321e-4,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,-8.231937436756422,-7.78456257854196,-6.9588793186988696,-8.156676752341244,-7.778799106743733,-7.228058274657162,-7.630695945179005,9.766130476979965e-4,-6.949109709789792,6.95639167334484e-4,-7.363876102247227,9.330939675124498e-4,-7.146746548593672,27.84,0,0,0,47263.99999999999,50420.90901496942,40813.770858447744,10.763504185331106,10.828161229436382,10.616774824485226,3.326473835466219,-0.04,0.44,0.45,0
20111206,6.473306776178243e-4,-7.34265330033666,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,2.660204328900967e-4,4.161093055286967e-4,9.501608055454381e-4,2.8681396661028397e-4,4.1851446415023646e-4,7.259290503852248e-4,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,-8.231937436756422,-7.78456257854196,-6.9588793186988696,-8.156676752341244,-7.778799106743733,-7.228058274657162,9.324968432070069e-4,-6.996327262944735,6.831451043344304e-4,-7.37690102049235,9.378768328977642e-4,-7.139477268724522,28.13,1,1,0,35612.000000000015,46554.51035249855,40906.590031448395,10.480437938693562,10.748379170653713,10.619046454514866,3.3368366225017656,1.08,0.35,0.02,0
20111207,0.0010191792010587194,-6.8887576804790935,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,2.660204328900967e-4,4.161093055286967e-4,9.501608055454381e-4,2.8681396661028397e-4,4.1851446415023646e-4,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,-8.231937436756422,-7.78456257854196,-6.9588793186988696,-8.156676752341244,-7.778799106743733,8.55585699068972e-4,-7.0895845835839,6.905090904719438e-4,-7.363808172999517,9.386975119791206e-4,-7.138153280781611,28.67,1,1,0,34531.00000000003,41358.282996095346,40707.47961226188,10.449612750289052,10.630027994686538,10.614167128803315,3.3558512798952784,0.08,0.09,0.07,0
20111208,5.233998587651617e-4,-7.555164837709378,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,2.660204328900967e-4,4.161093055286967e-4,9.501608055454381e-4,2.8681396661028397e-4,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,-8.231937436756422,-7.78456257854196,-6.9588793186988696,-8.156676752341244,8.2395763089814e-4,-7.118433119860883,7.038386427752844e-4,-7.348385418718696,9.406145316650422e-4,-7.136144921702646,30.59,0,0,0,37634.00000000001,39668.704513640296,41014.55472092111,10.53566317610459,10.588317856399396,10.621682275884467,3.420673158162812,0.17,-0.27,0.53,0
20111209,5.186180677789343e-4,-7.564342845939145,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,2.660204328900967e-4,4.161093055286967e-4,9.501608055454381e-4,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,-8.231937436756422,-7.78456257854196,-6.9588793186988696,7.365221988819197e-4,-7.239870808848919,7.086061607123264e-4,-7.338220224671679,9.358104670587863e-4,-7.14332088087501,26.38,1,0,0,36123,37978.69494718488,41376.6268548421,10.494685060560329,10.544780622195727,10.630471431660855,3.2726061472891685,-2.31,-0.74,-0.71,0
20111212,6.716259727587074e-4,-7.305808960550498,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,2.660204328900967e-4,4.161093055286967e-4,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,-8.231937436756422,-7.78456257854196,7.073781723241574e-4,-7.289395538046333,7.191427107654469e-4,-7.311295956198856,9.328948448584548e-4,-7.148102302382139,25.67,0,0,0,32853.00000000002,35314.16558969549,40897.678947748595,10.39979834394387,10.472039453918281,10.618828590976783,3.245322994883049,1.76,1.08,0.14,0
20111213,9.418098619179509e-4,-6.967707148859091,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,2.660204328900967e-4,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,-8.231937436756422,6.760307555958693e-4,-7.331345525002955,7.064820365478683e-4,-7.3270654853739305,9.328286715966705e-4,-7.148200510369355,25.41,0,0,0,40070,36157.096193766134,40772.52369684103,10.59838320363019,10.495628506905607,10.615763694727569,3.2351427973320726,-1.55,-0.13,-0.26,0
20111214,4.6852200225379456e-4,-7.665927494200071,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,8.806642673879762e-4,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,-7.034834085942951,7.349265924558947e-4,-7.256356294707441,7.303775163837434e-4,-7.289935693115618,9.324316679261776e-4,-7.148616285860288,26.04,0,0,0,36434.99999999999,36547.314320273035,41016.2882125637,10.503285130104382,10.506362982868673,10.621724540271394,3.2596338173403683,-1.15,-1.03,0.55,0
20111215,4.622395518256182e-4,-7.679427290817565,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,3.230099598339963e-4,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,-8.03782739981765,6.247951526949096e-4,-7.411790257451637,7.395821331730025e-4,-7.264207968453966,9.301322118450323e-4,-7.152867767152268,25.11,0,0,0,32916.99999999998,35581.43356676158,41150.39430353228,10.401744520626263,10.479579251773007,10.624988788162158,3.2232661731694936,-1.37,-0.47,0.97,0
20111216,7.289854809104023e-4,-7.223856742600587,4.622395518256183e-4,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,7.320682737319036e-4,-7.679427290817565,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,-7.219636778226799,6.12563091307001e-4,-7.436642748073274,7.20562827920168e-4,-7.29350765958463,9.287097048397496e-4,-7.15566943150783,24.29,0,0,0,40718.00000000001,36443.82622259827,41510.1337323092,10.614425534104623,10.503527346481865,10.633692862730866,3.190064743014081,0.36,0.5,0.41,0
20111219,5.483840498583082e-4,-7.508534695567235,7.289854809104025e-4,4.622395518256183e-4,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,5.481793037097693e-4,-7.223856742600587,-7.679427290817565,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,-7.508908127982703,6.546365739332947e-4,-7.368545527405562,7.390162606963682e-4,-7.2565089933474916,9.331408242245554e-4,-7.1478998399139755,24.92,0,0,0,72458.99999999994,42690.1251104141,42387.470770410466,11.1907761636362,10.661722910420332,10.654608096853249,3.2156706939192525,0.48,0.28,-0.03,0
20111220,4.666259209956355e-4,-7.669982646993171,5.483840498583081e-4,7.289854809104025e-4,4.622395518256183e-4,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,4.3821957385030815e-4,-7.508534695567235,-7.223856742600587,-7.679427290817565,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,-7.732790463041266,6.299881893532148e-4,-7.40909067440891,7.30666977793023e-4,-7.269640716862965,9.317757041055013e-4,-7.150204651833727,23.22,1,0,0,50794.99999999999,44763.883007715725,42408.451757724244,10.835553203525645,10.709156910399424,10.655102955264276,3.1450139762697455,-1.27,-0.46,-0.32,0
20111221,5.516029843091642e-4,-7.50268200178209,4.666259209956356e-4,5.483840498583081e-4,7.289854809104025e-4,4.622395518256183e-4,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,7.603732239649197e-4,-7.669982646993171,-7.508534695567235,-7.223856742600587,-7.679427290817565,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,-7.181701161061895,5.349514011687518e-4,-7.5495457740357255,7.269600058514715e-4,-7.276962285908896,9.33465566373687e-4,-7.146066128805661,21.43,1,0,0,39778.99999999999,45556.963508228095,42285.35569569689,10.59109441383156,10.72671876714486,10.652196104045597,3.064791809485486,3.04,0.85,0.04,0
20111222,3.4321956111609746e-4,-7.977140195715667,5.516029843091643e-4,4.666259209956356e-4,5.483840498583081e-4,7.289854809104025e-4,4.622395518256183e-4,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,4.8393118380668135e-4,-7.50268200178209,-7.669982646993171,-7.508534695567235,-7.223856742600587,-7.679427290817565,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,-7.633567843574093,5.515675975798258e-4,-7.51689667555213,7.321137972359649e-4,-7.266502810397116,9.385811309360708e-4,-7.131718159250747,21.16,1,1,0,48704.999999999985,49270.325287654705,42370.401249457,10.793536973205056,10.805077257660617,10.654205313706917,3.052112606990099,0.23,0.04,1.38,0
20111223,2.867985249055029e-4,-8.156730592538288,3.432195611160973e-4,5.516029843091643e-4,4.666259209956356e-4,5.483840498583081e-4,7.289854809104025e-4,4.622395518256183e-4,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,5.892004495017101e-4,-7.977140195715667,-7.50268200178209,-7.669982646993171,-7.508534695567235,-7.223856742600587,-7.679427290817565,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,-7.436744110474342,5.277635994379215e-4,-7.57643925653175,7.13152267106473e-4,-7.302659130154105,9.100113469185291e-4,-7.160064516749644,20.73,1,1,0,36405.99999999997,48179.54950523032,41940.61702041774,10.502488875205843,10.782689925880863,10.644010016327131,3.0315819264476884,0.92,-0.29,0.75,0
20111227,3.5907152051295823e-4,-7.931988967833397,2.8679852490550274e-4,3.432195611160973e-4,5.516029843091643e-4,4.666259209956356e-4,5.483840498583081e-4,7.289854809104025e-4,4.622395518256183e-4,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,0.0010132467569775676,-8.156730592538288,-7.977140195715667,-7.50268200178209,-7.669982646993171,-7.508534695567235,-7.223856742600587,-7.679427290817565,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,-6.894595493075271,4.393262082369416e-4,-7.76301402651929,7.04191691701874e-4,-7.326439255107023,8.949807079215627e-4,-7.182714723380957,21.91,0,1,0,26364,39359.2240812162,40836.35780767718,10.17975472217261,10.580485637588144,10.617328086315295,3.086943153607375,-0.01,0,0,0
20111228,4.7193861261591994e-4,-7.658661638854115,3.5907152051295807e-4,2.8679852490550274e-4,3.432195611160973e-4,5.516029843091643e-4,4.666259209956356e-4,5.483840498583081e-4,7.289854809104025e-4,4.622395518256183e-4,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,0.0010489440788550948,-7.931988967833397,-8.156730592538288,-7.977140195715667,-7.50268200178209,-7.669982646993171,-7.508534695567235,-7.223856742600587,-7.679427290817565,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,-6.859971259992675,4.014637023678716e-4,-7.847704880972523,6.937312858387489e-4,-7.3489503849869795,8.832408693689934e-4,-7.200137412315579,23.52,0,1,0,30312.999999999975,35498.34608988383,41496.90045775009,10.31933194238916,10.477241385360848,10.633374015664462,3.1578511230304263,0.05,0.35,-0.34,0
20111229,3.3459729581674627e-4,-8.002582851282982,4.719386126159199e-4,3.5907152051295807e-4,2.8679852490550274e-4,3.432195611160973e-4,5.516029843091643e-4,4.666259209956356e-4,5.483840498583081e-4,7.289854809104025e-4,4.622395518256183e-4,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,0.0010318863983079984,-7.658661638854115,-7.931988967833397,-8.156730592538288,-7.977140195715667,-7.50268200178209,-7.669982646993171,-7.508534695567235,-7.223856742600587,-7.679427290817565,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,-6.8763666971408375,4.0252624069192847e-4,-7.845440679344711,6.691263701859467e-4,-7.383680664340564,8.783329363229162e-4,-7.208055247591339,22.65,1,1,0,33942.99999999997,34389.621175614775,40619.017104658335,10.432437926160665,10.44551008782667,10.611991637516612,3.120159851929043,-1.42,-0.74,0.12,0
20111230,4.822562398654084e-4,-7.637034967194424,3.345972958167464e-4,4.719386126159199e-4,3.5907152051295807e-4,2.8679852490550274e-4,3.432195611160973e-4,5.516029843091643e-4,4.666259209956356e-4,5.483840498583081e-4,7.289854809104025e-4,4.622395518256183e-4,4.6852200225379456e-4,9.418098619179508e-4,6.716259727587072e-4,5.18618067778934e-4,5.233998587651615e-4,0.0010191792010587196,6.473306776178239e-4,8.283630564001478e-4,6.643382005677458e-4,9.605770188462628e-4,0.00117731954191288,-8.002582851282982,-7.658661638854115,-7.931988967833397,-8.156730592538288,-7.977140195715667,-7.50268200178209,-7.669982646993171,-7.508534695567235,-7.223856742600587,-7.679427290817565,-7.665927494200071,-6.967707148859091,-7.305808960550498,-7.564342845939145,-7.555164837709378,-6.8887576804790935,-7.34265330033666,-7.096059025767388,-7.316719199952079,-6.947976392769194,-6.744514999094177,3.591251029934449e-4,-7.94542084924489,6.366560618660218e-4,-7.435617554853759,8.701801457379293e-4,-7.222580140309202,23.4,1,1,0,35011.999999999985,32192.600949663265,39858.34198303171,10.463446138852328,10.379491920956124,10.593086996891405,3.152736022363656,1.13,0.27,0.11,0
